;date;average_price;total_volume;gala;fuji;granny_smith;total_bags;s_bags;l_bags;xl_bags;type;region
51;04/01/2015;1.12;1729685;1456966;186859;0;85860;83000;2860;0;organic;PhoenixTucson
0;27/12/2015;1.5;74903;19916;2963;0;52024;45074;6950;0;organic;Pittsburgh
1;20/12/2015;1.55;67951;23443;3159;0;41349;28787;12562;0;organic;Pittsburgh
2;13/12/2015;1.56;85298;28391;4687;0;52220;35480;16740;0;organic;Pittsburgh
3;06/12/2015;1.55;131349;33288;23873;0;74188;55508;18680;0;organic;Pittsburgh
4;29/11/2015;1.4;116101;34527;13642;0;67932;52212;15720;0;organic;Pittsburgh
5;22/11/2015;1.54;115822;38676;21488;0;55658;24827;30831;0;organic;Pittsburgh
6;15/11/2015;1.43;138796;46603;3394;0;88799;36084;52715;0;organic;Pittsburgh
7;08/11/2015;1.44;126964;36598;4256;0;86110;59720;26390;0;organic;Pittsburgh
8;01/11/2015;1.46;138312;39903;5798;0;92611;69495;23116;0;organic;Pittsburgh
9;25/10/2015;1.47;197301;59436;2733;0;135132;132855;2277;0;organic;Pittsburgh
10;18/10/2015;1.45;132964;47761;3762;0;81441;76502;4939;0;organic;Pittsburgh
11;11/10/2015;1.45;136639;44703;5310;0;86626;62267;24359;0;organic;Pittsburgh
12;04/10/2015;1.19;184929;30521;26577;0;127831;99634;28197;0;organic;Pittsburgh
13;27/09/2015;1.47;115164;36195;3088;0;75881;38524;37357;0;organic;Pittsburgh
14;20/09/2015;1.44;151377;66825;6175;0;78377;22344;56033;0;organic;Pittsburgh
15;13/09/2015;1.47;139096;52981;4629;0;81486;63197;18289;0;organic;Pittsburgh
16;06/09/2015;1.5;227816;65782;16274;0;145760;81425;64335;0;organic;Pittsburgh
17;30/08/2015;1.52;218139;79060;6161;0;132918;71313;61605;0;organic;Pittsburgh
18;23/08/2015;1.66;197339;74911;6143;0;116285;108322;7963;0;organic;Pittsburgh
19;16/08/2015;1.57;153114;67720;3403;0;81991;42667;39324;0;organic;Pittsburgh
20;09/08/2015;1.47;215653;46478;679;0;168496;121754;46742;0;organic;Pittsburgh
21;02/08/2015;1.57;123866;57411;4573;0;61882;25753;36129;0;organic;Pittsburgh
22;26/07/2015;1.46;119083;53317;3893;0;61873;8085;53788;0;organic;Pittsburgh
23;19/07/2015;1.83;75364;51618;4615;0;19131;15333;3798;0;organic;Pittsburgh
24;12/07/2015;1.81;127945;69561;12626;0;45758;45758;0;0;organic;Pittsburgh
25;05/07/2015;1.83;138367;75158;20451;0;42758;42379;379;0;organic;Pittsburgh
26;28/06/2015;1.77;140253;82139;3238;0;54876;52983;1893;0;organic;Pittsburgh
27;21/06/2015;1.58;169890;77696;3209;0;88985;49574;39411;0;organic;Pittsburgh
28;14/06/2015;1.56;151759;52588;6805;0;92366;68769;23597;0;organic;Pittsburgh
29;07/06/2015;1.57;172696;68705;2014;0;101977;91162;10815;0;organic;Pittsburgh
30;31/05/2015;1.51;215453;83969;3005;0;128479;110672;17807;0;organic;Pittsburgh
31;24/05/2015;1.54;225402;85632;7150;0;132620;100750;31870;0;organic;Pittsburgh
32;17/05/2015;1.53;261493;109258;6446;0;145789;137892;7897;0;organic;Pittsburgh
33;10/05/2015;1.49;229539;84496;4274;0;140769;122047;18722;0;organic;Pittsburgh
34;03/05/2015;1.49;188999;62420;3922;0;122657;99508;23149;0;organic;Pittsburgh
35;26/04/2015;1.38;228448;72064;5031;0;151353;140262;11091;0;organic;Pittsburgh
36;19/04/2015;1.37;318220;106101;23220;0;188899;160680;28219;0;organic;Pittsburgh
37;12/04/2015;1.45;322199;99941;15215;0;207043;174833;32210;0;organic;Pittsburgh
38;05/04/2015;1.35;280898;72693;20838;0;187367;166865;20502;0;organic;Pittsburgh
39;29/03/2015;1.41;227419;74872;18145;0;134402;134402;0;0;organic;Pittsburgh
40;22/03/2015;1.47;205901;84270;9173;0;112458;112285;173;0;organic;Pittsburgh
41;15/03/2015;1.68;125346;70669;6664;0;48013;35787;12226;0;organic;Pittsburgh
42;08/03/2015;1.65;233744;56133;33067;0;144544;123327;21217;0;organic;Pittsburgh
43;01/03/2015;1.63;222440;75495;5147;0;141798;137985;3813;0;organic;Pittsburgh
44;22/02/2015;1.71;186035;88962;5629;0;91444;51836;39608;0;organic;Pittsburgh
45;15/02/2015;1.71;178402;61791;24856;0;91755;76032;15723;0;organic;Pittsburgh
46;08/02/2015;1.6;225342;42712;37143;0;145487;113848;31639;0;organic;Pittsburgh
47;01/02/2015;1.77;142711;76033;7432;0;59246;58538;708;0;organic;Pittsburgh
48;25/01/2015;1.7;144114;59803;9136;0;75175;55941;19234;0;organic;Pittsburgh
49;18/01/2015;1.55;344842;31268;70927;0;242647;25786;216861;0;organic;Pittsburgh
50;11/01/2015;1.82;166325;76708;32849;0;56768;56420;348;0;organic;Pittsburgh
51;04/01/2015;1.81;133936;75400;12433;0;46103;44701;1402;0;organic;Pittsburgh
0;27/12/2015;1.6;3204132;322407;1345309;167235;1369181;592108;777073;0;organic;Plains
1;20/12/2015;1.69;2947157;339390;1289624;338600;979543;493752;485791;0;organic;Plains
2;13/12/2015;1.82;2466421;339515;1318918;159219;648769;448801;199968;0;organic;Plains
3;06/12/2015;1.92;2198687;291526;1365288;36809;505064;351824;153240;0;organic;Plains
4;29/11/2015;1.82;2334470;395916;1231578;2842;704134;440450;263684;0;organic;Plains
5;22/11/2015;1.69;2857715;447793;1330264;4044;1075614;595598;480016;0;organic;Plains
6;15/11/2015;1.68;3095865;419097;1423526;2627;1250615;735662;514953;0;organic;Plains
7;08/11/2015;1.73;3209719;453187;1448994;32859;1274679;860273;414406;0;organic;Plains
8;01/11/2015;1.55;3443774;381338;1335717;44811;1681908;891032;790876;0;organic;Plains
9;25/10/2015;1.64;3071728;359524;1321207;31149;1359848;740556;619292;0;organic;Plains
10;18/10/2015;1.68;3180225;421337;1424303;3151;1331434;694431;637003;0;organic;Plains
11;11/10/2015;1.82;2842294;314311;1507215;4132;1016636;646034;370602;0;organic;Plains
12;04/10/2015;1.76;3050745;293843;1462555;1212;1293135;843720;449415;0;organic;Plains
13;27/09/2015;1.85;2818363;294896;1423872;1935;1097660;859372;238288;0;organic;Plains
14;20/09/2015;1.85;3039335;392804;1510188;4584;1131759;882473;249286;0;organic;Plains
15;13/09/2015;1.87;2944058;426573;1493059;6977;1017449;814424;203025;0;organic;Plains
16;06/09/2015;1.91;3030758;521444;1562682;2399;944233;780644;163589;0;organic;Plains
17;30/08/2015;1.9;3452202;510815;1717811;1673;1221903;992377;229526;0;organic;Plains
18;23/08/2015;1.92;3185038;517150;1654346;1428;1012114;831171;180943;0;organic;Plains
19;16/08/2015;1.88;3215933;536834;1550611;3565;1124923;969515;155408;0;organic;Plains
20;09/08/2015;1.87;3466731;593100;1640994;1894;1230743;1059135;171608;0;organic;Plains
21;02/08/2015;1.84;3269645;633867;1387067;3776;1244935;1025964;218971;0;organic;Plains
22;26/07/2015;1.84;2710270;586972;1208534;6116;908648;749839;158809;0;organic;Plains
23;19/07/2015;1.85;2860201;496923;1469247;1172;892859;659943;232916;0;organic;Plains
24;12/07/2015;1.89;3427447;465322;2098013;2811;861301;526278;335023;0;organic;Plains
25;05/07/2015;1.92;4042305;513241;2531581;7727;989756;704408;285348;0;organic;Plains
26;28/06/2015;1.93;3355737;441532;2098414;702;815089;606176;208913;0;organic;Plains
27;21/06/2015;1.88;3700414;562574;2193919;6075;937846;720404;217442;0;organic;Plains
28;14/06/2015;1.79;3379551;474910;2088201;4197;812243;585707;226536;0;organic;Plains
29;07/06/2015;1.9;3002800;428227;1708062;4189;862322;610864;251458;0;organic;Plains
30;31/05/2015;1.93;3177542;484734;1744933;5366;942509;719851;222658;0;organic;Plains
31;24/05/2015;1.92;3119334;877367;1368389;1165;872413;664948;207465;0;organic;Plains
32;17/05/2015;1.93;3030251;464922;1714875;4882;845572;628596;216976;0;organic;Plains
33;10/05/2015;1.85;3202252;396171;1685765;8587;1111729;853347;258382;0;organic;Plains
34;03/05/2015;1.92;2754124;346332;1689172;1852;716768;536043;180725;0;organic;Plains
35;26/04/2015;1.93;3000114;274961;1754374;4850;965929;774230;191699;0;organic;Plains
36;19/04/2015;1.9;2922744;333406;1599887;4837;984614;853066;131548;0;organic;Plains
37;12/04/2015;1.82;3136393;305906;1720703;920;1108864;886194;222670;0;organic;Plains
38;05/04/2015;1.81;3653572;353409;1864877;4820;1430466;1241992;188474;0;organic;Plains
39;29/03/2015;1.85;3406208;348999;1781818;2063;1273328;1247989;25339;0;organic;Plains
40;22/03/2015;1.8;3424434;381127;1913046;2289;1127972;1054920;73052;0;organic;Plains
41;15/03/2015;1.67;3646937;442792;1439917;2287;1761941;1594450;167491;0;organic;Plains
42;08/03/2015;1.68;3343423;348260;1259396;1373;1734394;1594323;140071;0;organic;Plains
43;01/03/2015;1.7;3699347;505236;1746975;1833;1445303;1350671;94632;0;organic;Plains
44;22/02/2015;1.66;4039021;510004;1777109;916;1750992;1673160;77832;0;organic;Plains
45;15/02/2015;1.68;3996769;433772;1989257;3210;1570530;1448047;122483;0;organic;Plains
46;08/02/2015;1.54;4632916;390627;2698791;3213;1540285;1410427;129858;0;organic;Plains
47;01/02/2015;1.67;3019316;390424;1449951;3215;1175726;998922;176804;0;organic;Plains
48;25/01/2015;1.8;3020780;373284;1498792;2069;1146635;1040358;106277;0;organic;Plains
49;18/01/2015;1.8;2966953;634018;1347620;3456;981859;857716;124143;0;organic;Plains
50;11/01/2015;1.68;3761795;663608;1528443;462;1569282;1377410;191872;0;organic;Plains
51;04/01/2015;1.69;3419037;387431;1494534;3245;1533827;1379322;154505;0;organic;Plains
0;27/12/2015;1.24;2711817;118996;1090914;1005;1500902;670583;830319;0;organic;Portland
1;20/12/2015;1.21;2564544;120215;886475;335;1557519;590285;967234;0;organic;Portland
2;13/12/2015;0.93;6751297;126285;2096347;335;4528330;2165683;2362647;0;organic;Portland
3;06/12/2015;1.66;1266899;93440;821133;0;352326;743;351583;0;organic;Portland
4;29/11/2015;1.38;2099227;96458;932152;834;1069783;5539;1064244;0;organic;Portland
5;22/11/2015;1.12;5741008;127951;2167078;0;3445979;8141;3437838;0;organic;Portland
6;15/11/2015;1.8;1292853;89030;946569;332;256922;11000;245922;0;organic;Portland
7;08/11/2015;1.39;2230060;111047;1336466;166;782381;111581;670800;0;organic;Portland
8;01/11/2015;0.98;6259240;116361;2198181;4641;3940057;784949;3155108;0;organic;Portland
9;25/10/2015;1.74;1649639;62845;957824;663;628307;3685;624622;0;organic;Portland
10;18/10/2015;1.78;1759021;80044;1202204;664;476109;737;475372;0;organic;Portland
11;11/10/2015;1.68;2654799;78051;1580553;331;995864;1473;994391;0;organic;Portland
12;04/10/2015;1.57;3518328;148984;2264035;331;1104978;1838;1103140;0;organic;Portland
13;27/09/2015;1.72;1803401;104573;1052536;330;645962;0;645962;0;organic;Portland
14;20/09/2015;1.76;1801456;205248;905535;0;690673;0;690673;0;organic;Portland
15;13/09/2015;2.07;1795918;309278;1061536;0;425104;734;424370;0;organic;Portland
16;06/09/2015;2.16;1843315;322586;1204049;0;316680;0;316680;0;organic;Portland
17;30/08/2015;1.37;5019843;324225;3540964;0;1154654;0;1154654;0;organic;Portland
18;23/08/2015;2.21;1714839;369601;1222475;164;122599;0;122599;0;organic;Portland
19;16/08/2015;1.73;3051941;431577;1942612;0;677752;0;677752;0;organic;Portland
20;09/08/2015;2.02;1814927;493053;1079214;0;242660;0;242660;0;organic;Portland
21;02/08/2015;1.94;1805418;660519;1061169;0;83730;0;83730;0;organic;Portland
22;26/07/2015;1.96;2309397;678143;1470530;2807;157917;0;157917;0;organic;Portland
23;19/07/2015;1.37;5581366;846413;3828979;993;904981;0;904981;0;organic;Portland
24;12/07/2015;1.82;2470716;911552;1290248;498;268418;0;268418;0;organic;Portland
25;05/07/2015;1.93;2495480;893808;1492833;333;108506;0;108506;0;organic;Portland
26;28/06/2015;1.53;4111632;731421;3378038;2173;0;0;0;0;organic;Portland
27;21/06/2015;1.53;3239498;809522;2358671;1335;69970;0;69970;0;organic;Portland
28;14/06/2015;1.91;2403425;849150;1413091;1503;139681;0;139681;0;organic;Portland
29;07/06/2015;1.96;2686442;974548;1651002;0;60892;0;60892;0;organic;Portland
30;31/05/2015;1.5;4172828;728284;3436243;167;8134;0;8134;0;organic;Portland
31;24/05/2015;1.82;2295059;740852;1474661;333;79213;0;79213;0;organic;Portland
32;17/05/2015;1.68;3079599;1361568;1419522;0;298509;0;298509;0;organic;Portland
33;10/05/2015;1.64;2675791;968742;1329752;0;377297;0;377297;0;organic;Portland
34;03/05/2015;1.54;2610452;900235;1155157;0;555060;0;555060;0;organic;Portland
35;26/04/2015;1.27;4014138;848362;2119025;164;1046587;0;1046587;0;organic;Portland
36;19/04/2015;1.57;2867593;1283438;1273352;0;310803;0;310803;0;organic;Portland
37;12/04/2015;1.32;6349804;821736;4194537;1127;1332404;0;1332404;0;organic;Portland
38;05/04/2015;1.76;2742843;903765;1777746;475;60857;0;60857;0;organic;Portland
39;29/03/2015;1.45;5940624;913472;4531241;314;495597;306;495291;0;organic;Portland
40;22/03/2015;1.29;6286623;1567637;4068517;1709;648760;1208;647552;0;organic;Portland
41;15/03/2015;1.61;2524487;929884;1380036;155;214412;0;214412;0;organic;Portland
42;08/03/2015;1.45;6065897;1550122;4412727;1085;101963;0;101963;0;organic;Portland
43;01/03/2015;1.32;3028067;1751903;1222523;3568;50073;0;50073;0;organic;Portland
44;22/02/2015;1.38;2868798;1737760;992009;3410;135619;333;135286;0;organic;Portland
45;15/02/2015;1.51;2569222;1088459;1088779;3261;388723;18000;370723;0;organic;Portland
46;08/02/2015;1.23;5766971;1620253;3248002;622;898094;71000;827094;0;organic;Portland
47;01/02/2015;1.2;3967280;2012900;1297057;468;656855;54000;602855;0;organic;Portland
48;25/01/2015;1.35;3086291;1594679;1063892;313;427407;54000;373407;0;organic;Portland
49;18/01/2015;1.24;5190444;1189456;3007832;470;992686;30333;962353;0;organic;Portland
50;11/01/2015;1.22;4311644;1889387;1974521;0;447736;48000;399736;0;organic;Portland
51;04/01/2015;1.28;3292782;1758096;1168508;315;365863;61333;304530;0;organic;Portland
0;27/12/2015;1.74;390544;25626;193680;43705;127533;111634;15899;0;organic;RaleighGreensboro
1;20/12/2015;1.77;440055;30975;219777;54303;135000;135000;0;0;organic;RaleighGreensboro
2;13/12/2015;1.81;327051;24087;203323;37906;61735;57000;4735;0;organic;RaleighGreensboro
3;06/12/2015;1.82;349491;14652;209700;41963;83176;79835;3341;0;organic;RaleighGreensboro
4;29/11/2015;1.78;381784;11579;189815;48106;132284;117256;15028;0;organic;RaleighGreensboro
5;22/11/2015;1.79;416325;14124;216498;53125;132578;130293;2285;0;organic;RaleighGreensboro
6;15/11/2015;1.77;430153;10706;194783;55142;169522;156731;12791;0;organic;RaleighGreensboro
7;08/11/2015;1.75;429252;7428;203797;65573;152454;135791;16663;0;organic;RaleighGreensboro
8;01/11/2015;1.65;567699;7702;224916;70761;264320;215674;48646;0;organic;RaleighGreensboro
9;25/10/2015;1.78;565777;3254;245158;102316;215049;210220;4829;0;organic;RaleighGreensboro
10;18/10/2015;1.73;562710;4328;250616;69819;237947;224187;13760;0;organic;RaleighGreensboro
11;11/10/2015;1.59;668343;4236;245097;86150;332860;240552;92308;0;organic;RaleighGreensboro
12;04/10/2015;1.76;559218;2822;244980;64500;246916;206284;40632;0;organic;RaleighGreensboro
13;27/09/2015;1.81;625005;7813;244690;68660;303842;279640;24202;0;organic;RaleighGreensboro
14;20/09/2015;1.86;543092;4460;223550;66036;249046;249046;0;0;organic;RaleighGreensboro
15;13/09/2015;1.94;534541;2820;287092;68344;176285;176285;0;0;organic;RaleighGreensboro
16;06/09/2015;1.95;555208;7334;270546;82109;195219;193119;2100;0;organic;RaleighGreensboro
17;30/08/2015;1.94;610673;4687;309811;75091;221084;213213;7871;0;organic;RaleighGreensboro
18;23/08/2015;1.92;684672;8877;326267;89122;260406;233543;26863;0;organic;RaleighGreensboro
19;16/08/2015;1.9;612323;5056;285116;89925;232226;215180;17046;0;organic;RaleighGreensboro
20;09/08/2015;1.82;742961;5034;387939;102213;247775;234460;13315;0;organic;RaleighGreensboro
21;02/08/2015;1.86;646604;8822;302126;69011;266645;258848;7797;0;organic;RaleighGreensboro
22;26/07/2015;1.77;638157;14293;283138;79199;261527;191831;69696;0;organic;RaleighGreensboro
23;19/07/2015;1.76;606935;9314;271015;78046;248560;187303;61257;0;organic;RaleighGreensboro
24;12/07/2015;1.77;676437;14182;281184;82295;298776;235779;62997;0;organic;RaleighGreensboro
25;05/07/2015;1.82;677443;13682;295580;102145;266036;220097;45939;0;organic;RaleighGreensboro
26;28/06/2015;1.8;567688;14503;275018;84944;193223;145144;48079;0;organic;RaleighGreensboro
27;21/06/2015;1.83;544487;23394;303941;80322;136830;100780;36050;0;organic;RaleighGreensboro
28;14/06/2015;1.75;691318;20317;292484;101038;277479;217992;59487;0;organic;RaleighGreensboro
29;07/06/2015;1.66;727702;15841;290931;77263;343667;247382;96285;0;organic;RaleighGreensboro
30;31/05/2015;1.6;921437;24424;542493;103816;250704;215081;35623;0;organic;RaleighGreensboro
31;24/05/2015;1.36;1057074;9729;616576;100162;330607;193368;137239;0;organic;RaleighGreensboro
32;17/05/2015;1.15;1795634;17141;1046272;456219;276002;211811;64191;0;organic;RaleighGreensboro
33;10/05/2015;1.32;1062654;16883;537406;116317;392048;198196;193852;0;organic;RaleighGreensboro
34;03/05/2015;1.35;1184343;11144;628296;165548;379355;226183;153172;0;organic;RaleighGreensboro
35;26/04/2015;1.51;810967;8977;445461;91905;264624;174863;89761;0;organic;RaleighGreensboro
36;19/04/2015;1.68;789599;7937;424469;126014;231179;224897;6282;0;organic;RaleighGreensboro
37;12/04/2015;1.67;645351;11536;346203;106876;180736;101165;79571;0;organic;RaleighGreensboro
38;05/04/2015;1.96;485909;15204;254093;93022;123590;108658;14932;0;organic;RaleighGreensboro
39;29/03/2015;1.78;537353;38981;258324;102105;137943;136350;1593;0;organic;RaleighGreensboro
40;22/03/2015;1.85;424961;8302;261803;90220;64636;48559;16077;0;organic;RaleighGreensboro
41;15/03/2015;1.87;385170;9629;229883;88627;57031;55086;1945;0;organic;RaleighGreensboro
42;08/03/2015;1.74;653955;8646;251271;97729;296309;294728;1581;0;organic;RaleighGreensboro
43;01/03/2015;1.73;549123;5587;257134;93125;193277;181469;11808;0;organic;RaleighGreensboro
44;22/02/2015;1.77;399091;3172;208894;80167;106858;100361;6497;0;organic;RaleighGreensboro
45;15/02/2015;1.69;432252;3058;186230;71215;171749;169010;2739;0;organic;RaleighGreensboro
46;08/02/2015;1.73;574975;5666;211725;85540;272044;263569;8475;0;organic;RaleighGreensboro
47;01/02/2015;1.79;438519;2719;204497;96810;134493;133043;1450;0;organic;RaleighGreensboro
48;25/01/2015;2.02;335958;6084;194896;62792;72186;62046;10140;0;organic;RaleighGreensboro
49;18/01/2015;1.97;349627;7813;177525;62828;101461;92539;8922;0;organic;RaleighGreensboro
50;11/01/2015;1.98;386272;3158;195767;67288;120059;119575;484;0;organic;RaleighGreensboro
51;04/01/2015;2.01;339700;5822;149390;77221;107267;99394;7873;0;organic;RaleighGreensboro
0;27/12/2015;1.53;411638;5901;191071;23368;191298;129273;62025;0;organic;RichmondNorfolk
1;20/12/2015;1.67;399944;6616;244920;21503;126905;126511;394;0;organic;RichmondNorfolk
2;13/12/2015;1.67;356500;8517;200989;19401;127593;121384;6209;0;organic;RichmondNorfolk
3;06/12/2015;1.67;308971;4265;160875;22390;121441;106000;15441;0;organic;RichmondNorfolk
4;29/11/2015;1.68;272966;4591;146334;18040;104001;77334;26667;0;organic;RichmondNorfolk
5;22/11/2015;1.65;360947;5455;259995;27844;67653;59667;7986;0;organic;RichmondNorfolk
6;15/11/2015;1.65;355921;10196;222593;30045;93087;64000;29087;0;organic;RichmondNorfolk
7;08/11/2015;1.58;419995;9633;200669;34269;175424;146667;28757;0;organic;RichmondNorfolk
8;01/11/2015;1.4;465979;10526;210883;38595;205975;80666;125309;0;organic;RichmondNorfolk
9;25/10/2015;1.66;417455;5825;234449;37133;140048;117666;22382;0;organic;RichmondNorfolk
10;18/10/2015;1.63;473831;8763;241099;38581;185388;161667;23721;0;organic;RichmondNorfolk
11;11/10/2015;1.31;569400;3410;252236;42263;271491;84667;186824;0;organic;RichmondNorfolk
12;04/10/2015;1.68;446607;5849;271994;40580;128184;99333;28851;0;organic;RichmondNorfolk
13;27/09/2015;1.65;404631;3776;272003;31305;97547;58333;39214;0;organic;RichmondNorfolk
14;20/09/2015;1.87;320126;6937;272716;34561;5912;2667;3245;0;organic;RichmondNorfolk
15;13/09/2015;1.84;460925;5227;341243;41455;73000;73000;0;0;organic;RichmondNorfolk
16;06/09/2015;1.85;511438;5623;336809;38624;130382;126333;4049;0;organic;RichmondNorfolk
17;30/08/2015;1.8;505241;3277;328268;39319;134377;100667;33710;0;organic;RichmondNorfolk
18;23/08/2015;1.74;591644;9811;335892;45181;200760;155000;45760;0;organic;RichmondNorfolk
19;16/08/2015;1.68;561172;12818;380414;43652;124288;55333;68955;0;organic;RichmondNorfolk
20;09/08/2015;1.59;790820;13983;435168;56415;285254;229000;56254;0;organic;RichmondNorfolk
21;02/08/2015;1.7;535981;9371;405134;38327;83149;70333;12816;0;organic;RichmondNorfolk
22;26/07/2015;1.41;673491;13893;412959;34254;212385;22000;190385;0;organic;RichmondNorfolk
23;19/07/2015;1.35;587903;8451;323396;42850;213206;29667;183539;0;organic;RichmondNorfolk
24;12/07/2015;1.28;687318;11994;341301;41327;292696;48667;244029;0;organic;RichmondNorfolk
25;05/07/2015;1.49;599926;7705;360818;51681;179722;64000;115722;0;organic;RichmondNorfolk
26;28/06/2015;1.4;616388;13601;365110;49320;188357;77667;110690;0;organic;RichmondNorfolk
27;21/06/2015;1.35;669169;17238;423618;43802;184511;57000;127511;0;organic;RichmondNorfolk
28;14/06/2015;1.33;699111;15563;342503;45274;295771;128262;167509;0;organic;RichmondNorfolk
29;07/06/2015;1.24;920705;29065;379602;43565;468473;182000;286473;0;organic;RichmondNorfolk
30;31/05/2015;1.13;1009291;23265;640366;43122;302538;103861;198677;0;organic;RichmondNorfolk
31;24/05/2015;1.02;1244665;36878;697385;49562;460840;168843;291997;0;organic;RichmondNorfolk
32;17/05/2015;1.01;1240701;28102;769578;145450;297571;163401;134170;0;organic;RichmondNorfolk
33;10/05/2015;1.03;1072699;34851;606603;56045;375200;119333;255867;0;organic;RichmondNorfolk
34;03/05/2015;1.03;1242542;42678;617420;54821;527623;231333;296290;0;organic;RichmondNorfolk
35;26/04/2015;1.12;950574;49779;529989;37865;332941;164000;168941;0;organic;RichmondNorfolk
36;19/04/2015;1.26;817013;42267;487484;47462;239800;191000;48800;0;organic;RichmondNorfolk
37;12/04/2015;1.23;649279;34480;339588;52490;222721;91526;131195;0;organic;RichmondNorfolk
38;05/04/2015;1.54;489326;23510;234978;52363;178475;133000;45475;0;organic;RichmondNorfolk
39;29/03/2015;1.6;555967;21419;307368;48670;178510;172122;6388;0;organic;RichmondNorfolk
40;22/03/2015;1.52;334552;16924;232053;38139;47436;4000;43436;0;organic;RichmondNorfolk
41;15/03/2015;1.57;583495;15747;245869;51655;270224;260333;9891;0;organic;RichmondNorfolk
42;08/03/2015;1.57;574655;13138;247116;48850;265551;255333;10218;0;organic;RichmondNorfolk
43;01/03/2015;1.47;429837;14594;246670;41151;127422;91667;35755;0;organic;RichmondNorfolk
44;22/02/2015;1.51;412001;8731;216708;48795;137767;120667;17100;0;organic;RichmondNorfolk
45;15/02/2015;1.59;348735;12673;170125;40887;125050;107000;18050;0;organic;RichmondNorfolk
46;08/02/2015;1.55;471947;10388;187221;44417;229921;208333;21588;0;organic;RichmondNorfolk
47;01/02/2015;1.58;391698;8348;205965;44008;133377;129667;3710;0;organic;RichmondNorfolk
48;25/01/2015;1.57;386033;18469;199819;32529;135216;100265;34951;0;organic;RichmondNorfolk
49;18/01/2015;1.62;348066;12023;215216;36306;84521;58333;26188;0;organic;RichmondNorfolk
50;11/01/2015;1.66;291435;14378;206044;27092;43921;41281;2640;0;organic;RichmondNorfolk
51;04/01/2015;1.54;421216;23848;167883;37255;192230;157028;35202;0;organic;RichmondNorfolk
0;27/12/2015;1.41;436747;3327;252580;0;180840;69000;111840;0;organic;Roanoke
1;20/12/2015;1.59;356954;4701;300882;0;51371;49593;1778;0;organic;Roanoke
2;13/12/2015;1.55;319592;10832;245248;0;63512;46711;16801;0;organic;Roanoke
3;06/12/2015;1.55;301606;6169;219393;0;76044;48333;27711;0;organic;Roanoke
4;29/11/2015;1.61;315895;9584;217566;0;88745;39000;49745;0;organic;Roanoke
5;22/11/2015;1.54;379444;10815;315399;0;53230;34667;18563;0;organic;Roanoke
6;15/11/2015;1.53;384637;11001;279373;0;94263;45667;48596;0;organic;Roanoke
7;08/11/2015;1.44;463215;11110;275555;0;176550;90667;85883;0;organic;Roanoke
8;01/11/2015;1.19;578488;9648;264644;0;304196;53667;250529;0;organic;Roanoke
9;25/10/2015;1.56;433641;6230;301652;0;125759;69000;56759;0;organic;Roanoke
10;18/10/2015;1.58;519939;6095;357807;0;156037;84000;72037;0;organic;Roanoke
11;11/10/2015;1.13;817134;8319;347024;0;461791;54334;407457;0;organic;Roanoke
12;04/10/2015;1.6;582818;5408;401833;0;175577;58333;117244;0;organic;Roanoke
13;27/09/2015;1.67;576076;5929;426328;0;143819;58333;85486;0;organic;Roanoke
14;20/09/2015;1.85;469187;6748;424685;0;37754;35000;2754;0;organic;Roanoke
15;13/09/2015;1.84;597162;8937;508281;0;79944;79333;611;0;organic;Roanoke
16;06/09/2015;1.78;701280;6039;554216;0;141025;109000;32025;0;organic;Roanoke
17;30/08/2015;1.73;660742;6162;507988;0;146592;76000;70592;0;organic;Roanoke
18;23/08/2015;1.69;763757;14325;530986;0;218446;112334;106112;0;organic;Roanoke
19;16/08/2015;1.65;724444;11546;531272;0;181626;53333;128293;0;organic;Roanoke
20;09/08/2015;1.6;794792;9325;532038;0;253429;127000;126429;0;organic;Roanoke
21;02/08/2015;1.7;580291;12365;482921;0;85005;33333;51672;0;organic;Roanoke
22;26/07/2015;1.34;769534;11502;482827;0;275205;5333;269872;0;organic;Roanoke
23;19/07/2015;1.19;768892;13174;431666;0;324052;15667;308385;0;organic;Roanoke
24;12/07/2015;1.14;897072;12510;473253;0;411309;27333;383976;0;organic;Roanoke
25;05/07/2015;1.37;788353;16914;536715;0;234724;69333;165391;0;organic;Roanoke
26;28/06/2015;1.31;767674;13193;498131;0;256350;81333;175017;0;organic;Roanoke
27;21/06/2015;1.33;889220;14275;637301;0;237644;84667;152977;0;organic;Roanoke
28;14/06/2015;1.16;984034;12818;503778;0;467438;91667;375771;0;organic;Roanoke
29;07/06/2015;1.08;1370315;14556;632981;0;722778;144333;578445;0;organic;Roanoke
30;31/05/2015;0.98;1811676;11886;1216530;0;583260;131497;451763;0;organic;Roanoke
31;24/05/2015;0.89;2203463;19126;1534907;0;649430;112450;536980;0;organic;Roanoke
32;17/05/2015;0.92;2153711;20377;1631206;0;502128;143536;358592;0;organic;Roanoke
33;10/05/2015;0.82;2142519;22733;1299670;0;820116;123000;697116;0;organic;Roanoke
34;03/05/2015;0.88;2101671;25908;1330101;0;745662;157000;588662;0;organic;Roanoke
35;26/04/2015;0.94;1527118;27596;1059998;0;439524;124333;315191;0;organic;Roanoke
36;19/04/2015;1.05;1038769;17229;881128;0;140412;97603;42809;0;organic;Roanoke
37;12/04/2015;1.03;1020038;20201;660810;0;339027;73594;265433;0;organic;Roanoke
38;05/04/2015;1.42;684971;9213;515916;0;159842;95333;64509;0;organic;Roanoke
